Title,Title_URL,Like,Title_URL1,Title2,bcl1activitycellb,bcl1activitycellc,bcl1activitycellc3,jvisibleproject,bcl1activityrow_URL,bcl1activityrow,bcl1activityrow4,jloadsinpagemodal_URL,jloadsinpagemodal_URL5,Title1,Text,Pub_Time,Field,Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14
Proposed Hotel at Asset - 2,https://www.gbig.org/buildings/1353212,"Delhi Aerocity, Indra Gandhi International Airport, New Delhi, New Delhi, TG, IN",https://www.gbig.org/activities/leed-india-nc101225,"Proposed Hotel at Asset - 2, Delhi Aerocity, Indra Gandhi International Airport, New Delhi","Registered
LEED India  NC","Registered

LEED India  NC",REGISTERED,REGISTERED,,,,https://www.gbig.org/from_feature/user_sessions/new?origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D20%26saved_params%255Batbf%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D1353212%23add_to_collection,https://www.gbig.org/from_feature/user_sessions/new?level=communicate&origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D20%26saved_params%255Bbrt%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D1353212%23add_role,OVERVIEW,"Why It's Green


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development
+ 2 more


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development, responsible materials selection and waste management, and enhanced indoor environmental quality.









1



Green Project


See all »








Registered




Awards & Certifications",,Proposed Hotel at Asset - 2,Building,Proposed Hotel at Asset - 2,"Proposed Hotel at Asset - 2, Delhi Aerocity, Indra Gandhi International Airport, New Delhi",Favorite,+ Follow,+ Add to a Collection,+ Add Me,"526,975 square feet",,People/Organizations who worked on this building,+ Add Me,No one is associated yet.,ACTIVITY,
Indian School of Business,https://www.gbig.org/buildings/1353214,"Phase-1, Mohali, Punjab, TG, IN",https://www.gbig.org/activities/leed-india-nc101228,"Indian School of Business, Phase-1","Registered
LEED India  NC","Registered

LEED India  NC",REGISTERED,REGISTERED,,,,https://www.gbig.org/from_feature/user_sessions/new?origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D20%26saved_params%255Batbf%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D1353214%23add_to_collection,https://www.gbig.org/from_feature/user_sessions/new?level=communicate&origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D20%26saved_params%255Bbrt%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D1353214%23add_role,OVERVIEW,"Why It's Green


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development
+ 2 more


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development, responsible materials selection and waste management, and enhanced indoor environmental quality.









1



Green Project


See all »








Registered




Awards & Certifications",,Indian School of Business,Building,Indian School of Business,"Indian School of Business, Phase-1",Favorite,+ Follow,+ Add to a Collection,+ Add Me,"559,468 square feet",,People/Organizations who worked on this building,+ Add Me,,ACTIVITY,
Jan Priya Trust - School Project,https://www.gbig.org/buildings/1353215,"Vadodara, TG, IN",https://www.gbig.org/activities/leed-india-nc101230,Jan Priya Trust - School Project,"Registered
LEED India  NC","Registered

LEED India  NC",REGISTERED,REGISTERED,,,,https://www.gbig.org/from_feature/user_sessions/new?origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D20%26saved_params%255Batbf%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D1353215%23add_to_collection,https://www.gbig.org/from_feature/user_sessions/new?level=communicate&origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D20%26saved_params%255Bbrt%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D1353215%23add_role,OVERVIEW,"Why It's Green


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development
+ 2 more


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development, responsible materials selection and waste management, and enhanced indoor environmental quality.









1



Green Project


See all »








Registered




Awards & Certifications",,Jan Priya Trust - School Project,Building,Jan Priya Trust - School Project,,Favorite,+ Follow,+ Add to a Collection,+ Add Me,"204,870 square feet",,People/Organizations who worked on this building,+ Add Me,,ACTIVITY,
CGPL Administration Building - UMPP,https://www.gbig.org/buildings/1353216,"Mundra, Mundra Taluka, TG, IN",https://www.gbig.org/activities/leed-india-nc101231,"CGPL Administration Building - UMPP, Mundra","Registered
LEED India  NC","Registered

LEED India  NC",REGISTERED,REGISTERED,,,,https://www.gbig.org/from_feature/user_sessions/new?origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D20%26saved_params%255Batbf%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D1353216%23add_to_collection,https://www.gbig.org/from_feature/user_sessions/new?level=communicate&origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D20%26saved_params%255Bbrt%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D1353216%23add_role,OVERVIEW,"Why It's Green


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development
+ 2 more


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development, responsible materials selection and waste management, and enhanced indoor environmental quality.









1



Green Project


See all »








Registered




Awards & Certifications",,CGPL Administration Building - UMPP,Building,CGPL Administration Building - UMPP,"CGPL Administration Building - UMPP, Mundra",Favorite,+ Follow,+ Add to a Collection,+ Add Me,"36,683 square feet",,People/Organizations who worked on this building,+ Add Me,No one is associated yet.,ACTIVITY,
Glendale Academy International,https://www.gbig.org/buildings/1353217,"Hyderabad, TG, IN",https://www.gbig.org/activities/leed-india-nc101232,Glendale Academy International,"Registered
LEED India  NC","Registered

LEED India  NC",REGISTERED,REGISTERED,,,,https://www.gbig.org/from_feature/user_sessions/new?origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D20%26saved_params%255Batbf%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D1353217%23add_to_collection,https://www.gbig.org/from_feature/user_sessions/new?level=communicate&origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D20%26saved_params%255Bbrt%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D1353217%23add_role,OVERVIEW,"Why It's Green


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development
+ 2 more


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development, responsible materials selection and waste management, and enhanced indoor environmental quality.









1



Green Project


See all »








Registered




Awards & Certifications",,Glendale Academy International,Building,Glendale Academy International,,Favorite,+ Follow,+ Add to a Collection,+ Add Me,1.076 Million square feet,,People/Organizations who worked on this building,+ Add Me,No one is associated yet.,ACTIVITY,
Infosys Technology Ltd.,https://www.gbig.org/buildings/1353218,"SDB-II, Thiruvananthapuram, TG, IN",https://www.gbig.org/activities/leed-india-nc101233,"Infosys Technology Ltd., SDB-II",awarded on 01/01/2012,"Platinum

LEED India  NC",,PLATINUM,,,,https://www.gbig.org/from_feature/user_sessions/new?origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D21%26saved_params%255Batbf%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D1353218%23add_to_collection,https://www.gbig.org/from_feature/user_sessions/new?level=communicate&origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D21%26saved_params%255Bbrt%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D1353218%23add_role,OVERVIEW,"Why It's Green


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development
+ 2 more


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development, responsible materials selection and waste management, and enhanced indoor environmental quality.









1



Green Project


See all »








Platinum




Awards & Certifications",01/01/2012,Infosys Technology Ltd.,Building,Infosys Technology Ltd.,"Infosys Technology Ltd., SDB-II",Favorite,+ Follow,+ Add to a Collection,+ Add Me,"197,796 square feet",2012,People/Organizations who worked on this building,+ Add Me,No one is associated yet.,ACTIVITY,
SABIC - SRTPL,https://www.gbig.org/buildings/1353221,"Bangalore, TG, IN",https://www.gbig.org/activities/leed-india-nc101236,SABIC - SRTPL,"Registered
LEED India  NC","Registered

LEED India  NC",REGISTERED,REGISTERED,,,,https://www.gbig.org/from_feature/user_sessions/new?origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D21%26saved_params%255Batbf%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D1353221%23add_to_collection,https://www.gbig.org/from_feature/user_sessions/new?level=communicate&origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D21%26saved_params%255Bbrt%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D1353221%23add_role,OVERVIEW,"Why It's Green


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development
+ 2 more


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development, responsible materials selection and waste management, and enhanced indoor environmental quality.









1



Green Project


See all »








Registered




Awards & Certifications",,SABIC - SRTPL,Building,SABIC - SRTPL,,Favorite,+ Follow,+ Add to a Collection,+ Add Me,"225,471 square feet",,People/Organizations who worked on this building,+ Add Me,,ACTIVITY,
Proposed Amenity Block for Nestle,https://www.gbig.org/buildings/1353224,"Panipat, TG, IN",https://www.gbig.org/activities/leed-india-nc101240,Proposed Amenity Block for Nestle,"Registered
LEED India  NC","Registered

LEED India  NC",REGISTERED,REGISTERED,,,,https://www.gbig.org/from_feature/user_sessions/new?origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D21%26saved_params%255Batbf%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D1353224%23add_to_collection,https://www.gbig.org/from_feature/user_sessions/new?level=communicate&origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D21%26saved_params%255Bbrt%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D1353224%23add_role,OVERVIEW,"Why It's Green


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development
+ 2 more


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development, responsible materials selection and waste management, and enhanced indoor environmental quality.









1



Green Project


See all »








Registered




Awards & Certifications",,Proposed Amenity Block for Nestle,Building,Proposed Amenity Block for Nestle,,Favorite,+ Follow,+ Add to a Collection,+ Add Me,"85,864 square feet",,People/Organizations who worked on this building,+ Add Me,No one is associated yet.,ACTIVITY,
Lazarus Hospitals,https://www.gbig.org/buildings/1353225,"Hyderabad, TG, IN",https://www.gbig.org/activities/leed-india-nc101241,Lazarus Hospitals,"Registered
LEED India  NC","Registered

LEED India  NC",REGISTERED,REGISTERED,,,,https://www.gbig.org/from_feature/user_sessions/new?origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D21%26saved_params%255Batbf%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D1353225%23add_to_collection,https://www.gbig.org/from_feature/user_sessions/new?level=communicate&origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D21%26saved_params%255Bbrt%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D1353225%23add_role,OVERVIEW,"Why It's Green


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development
+ 2 more


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development, responsible materials selection and waste management, and enhanced indoor environmental quality.









1



Green Project


See all »








Registered




Awards & Certifications",,Lazarus Hospitals,Building,Lazarus Hospitals,,Favorite,+ Follow,+ Add to a Collection,+ Add Me,"43,056 square feet",,People/Organizations who worked on this building,+ Add Me,No one is associated yet.,ACTIVITY,
Swarnabhoomi Academy of Music,https://www.gbig.org/buildings/1353227,"Seiyur, Kanchipuram, TG, IN",https://www.gbig.org/activities/leed-india-nc101244,Swarnabhoomi Academy of Music,"Registered
LEED India  NC","Registered

LEED India  NC",REGISTERED,REGISTERED,,,,https://www.gbig.org/from_feature/user_sessions/new?origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D21%26saved_params%255Batbf%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D1353227%23add_to_collection,https://www.gbig.org/from_feature/user_sessions/new?level=communicate&origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D21%26saved_params%255Bbrt%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D1353227%23add_role,OVERVIEW,"Why It's Green


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development
+ 2 more


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development, responsible materials selection and waste management, and enhanced indoor environmental quality.









1



Green Project


See all »








Registered




Awards & Certifications",,Swarnabhoomi Academy of Music,Building,Swarnabhoomi Academy of Music,,Favorite,+ Follow,+ Add to a Collection,+ Add Me,"27,879 square feet",,People/Organizations who worked on this building,+ Add Me,No one is associated yet.,ACTIVITY,
Admin cum Auditorium Block - TELCON,https://www.gbig.org/buildings/1353230,"Kharagpur, TG, IN",https://www.gbig.org/activities/leed-india-nc101247,Admin cum Auditorium Block - TELCON,"Registered
LEED India  NC","Registered

LEED India  NC",REGISTERED,REGISTERED,,,,https://www.gbig.org/from_feature/user_sessions/new?origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D21%26saved_params%255Batbf%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D1353230%23add_to_collection,https://www.gbig.org/from_feature/user_sessions/new?level=communicate&origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D21%26saved_params%255Bbrt%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D1353230%23add_role,OVERVIEW,"Why It's Green


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development
+ 2 more


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development, responsible materials selection and waste management, and enhanced indoor environmental quality.









1



Green Project


See all »








Registered




Awards & Certifications",,Admin cum Auditorium Block - TELCON,Building,Admin cum Auditorium Block - TELCON,,Favorite,+ Follow,+ Add to a Collection,+ Add Me,"196,657 square feet",,People/Organizations who worked on this building,+ Add Me,No one is associated yet.,ACTIVITY,
Jaiprakash Residency Manor (JPRM),https://www.gbig.org/buildings/1353233,"Mussoorie, TG, IN",https://www.gbig.org/activities/leed-india-nc101250,Jaiprakash Residency Manor (JPRM),"Registered
LEED India  NC","Registered

LEED India  NC",REGISTERED,REGISTERED,,,,https://www.gbig.org/from_feature/user_sessions/new?origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D21%26saved_params%255Batbf%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D1353233%23add_to_collection,https://www.gbig.org/from_feature/user_sessions/new?level=communicate&origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D21%26saved_params%255Bbrt%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D1353233%23add_role,OVERVIEW,"Why It's Green


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development
+ 2 more


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development, responsible materials selection and waste management, and enhanced indoor environmental quality.









1



Green Project


See all »








Registered




Awards & Certifications",,Jaiprakash Residency Manor (JPRM),Building,Jaiprakash Residency Manor (JPRM),,Favorite,+ Follow,+ Add to a Collection,+ Add Me,"38,934 square feet",,People/Organizations who worked on this building,+ Add Me,No one is associated yet.,ACTIVITY,
Maharaj Jagat Singh Medical Relief Society Beas,https://www.gbig.org/buildings/1353234,"Punjab, TG, IN",https://www.gbig.org/activities/leed-india-nc101256,Maharaj Jagat Singh Medical Relief Society Beas,awarded on 01/01/2012,"Gold

LEED India  NC",,GOLD,,,,https://www.gbig.org/from_feature/user_sessions/new?origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D21%26saved_params%255Batbf%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D1353234%23add_to_collection,https://www.gbig.org/from_feature/user_sessions/new?level=communicate&origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D21%26saved_params%255Bbrt%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D1353234%23add_role,OVERVIEW,"Why It's Green


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development
+ 2 more


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development, responsible materials selection and waste management, and enhanced indoor environmental quality.









1



Green Project


See all »








Gold




Awards & Certifications",01/01/2012,Maharaj Jagat Singh Medical Relief Society Beas,Building,Maharaj Jagat Singh Medical Relief Society Beas,,Favorite,+ Follow,+ Add to a Collection,+ Add Me,"29,493 square feet",2012,People/Organizations who worked on this building,+ Add Me,No one is associated yet.,ACTIVITY,
Gujarat University,https://www.gbig.org/buildings/1353236,"Ahmedabad, TG, IN",https://www.gbig.org/activities/leed-india-nc101258,Gujarat University,"Registered
LEED India  NC","Registered

LEED India  NC",REGISTERED,REGISTERED,,,,https://www.gbig.org/from_feature/user_sessions/new?origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D21%26saved_params%255Batbf%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D1353236%23add_to_collection,https://www.gbig.org/from_feature/user_sessions/new?level=communicate&origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D21%26saved_params%255Bbrt%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D1353236%23add_role,OVERVIEW,"Why It's Green


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development
+ 2 more


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development, responsible materials selection and waste management, and enhanced indoor environmental quality.









1



Green Project


See all »








Registered




Awards & Certifications",,Gujarat University,Building,Gujarat University,,Favorite,+ Follow,+ Add to a Collection,+ Add Me,"2,637 square feet",,People/Organizations who worked on this building,+ Add Me,No one is associated yet.,ACTIVITY,
D S R Educational Society,https://www.gbig.org/buildings/1353237,"Plot No - 901 first floor, DSR Tranquil, Ayyappa Society Main Rd, Madhapur, Hyderabad, Telangana, India",https://www.gbig.org/activities/leed-india-nc101259,Open Minds Hyderabad School,"Registered
LEED India  NC","Registered

LEED India  NC",REGISTERED,REGISTERED,,,,https://www.gbig.org/from_feature/user_sessions/new?origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D21%26saved_params%255Batbf%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D1353237%23add_to_collection,https://www.gbig.org/from_feature/user_sessions/new?level=communicate&origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D21%26saved_params%255Bbrt%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D1353237%23add_role,OVERVIEW,"Why It's Green


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development
+ 2 more


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development, responsible materials selection and waste management, and enhanced indoor environmental quality.









1



Green Project


See all »








Registered




Awards & Certifications",,D S R Educational Society,Building,D S R Educational Society,Open Minds Hyderabad School,Favorite,+ Follow,+ Add to a Collection,+ Add Me,"128,945 square feet",,People/Organizations who worked on this building,+ Add Me,No one is associated yet.,ACTIVITY,View other buildings nearby »
Siemens Ltd (ED MV2),https://www.gbig.org/buildings/1353239,"Goa, TG, IN",https://www.gbig.org/activities/leed-india-nc101261,Siemens Ltd (ED MV2),awarded on 01/01/2012,"Silver

LEED India  NC",,SILVER,,,,https://www.gbig.org/from_feature/user_sessions/new?origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D21%26saved_params%255Batbf%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D1353239%23add_to_collection,https://www.gbig.org/from_feature/user_sessions/new?level=communicate&origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D21%26saved_params%255Bbrt%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D1353239%23add_role,OVERVIEW,"Why It's Green


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development
+ 2 more


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development, responsible materials selection and waste management, and enhanced indoor environmental quality.









1



Green Project


See all »








Silver




Awards & Certifications",01/01/2012,Siemens Ltd (ED MV2),Building,Siemens Ltd (ED MV2),,Favorite,+ Follow,+ Add to a Collection,+ Add Me,"57,372 square feet",2012,People/Organizations who worked on this building,+ Add Me,No one is associated yet.,ACTIVITY,
Meluha Hotel,https://www.gbig.org/buildings/1353240,"Mumbai, TG, IN",https://www.gbig.org/activities/leed-india-nc101262,Meluha Hotel,awarded on 01/01/2012,"Gold

LEED India  NC",,GOLD,,,,https://www.gbig.org/from_feature/user_sessions/new?origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D21%26saved_params%255Batbf%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D1353240%23add_to_collection,https://www.gbig.org/from_feature/user_sessions/new?level=communicate&origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D21%26saved_params%255Bbrt%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D1353240%23add_role,OVERVIEW,"Why It's Green


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development
+ 2 more


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development, responsible materials selection and waste management, and enhanced indoor environmental quality.









1



Green Project


See all »








Gold




Awards & Certifications",01/01/2012,Meluha Hotel,Building,Meluha Hotel,,Favorite,+ Follow,+ Add to a Collection,+ Add Me,"97,649 square feet",2012,People/Organizations who worked on this building,+ Add Me,No one is associated yet.,ACTIVITY,
CMC / TCS Synergy Park,https://www.gbig.org/buildings/1353241,"Hyderabad, TG, IN",https://www.gbig.org/activities/leed-india-nc101263,CMC / TCS Synergy Park,"Registered
LEED India  NC","Registered

LEED India  NC",REGISTERED,REGISTERED,,,,https://www.gbig.org/from_feature/user_sessions/new?origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D21%26saved_params%255Batbf%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D1353241%23add_to_collection,https://www.gbig.org/from_feature/user_sessions/new?level=communicate&origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D21%26saved_params%255Bbrt%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D1353241%23add_role,OVERVIEW,"Why It's Green


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development
+ 2 more


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development, responsible materials selection and waste management, and enhanced indoor environmental quality.









1



Green Project


See all »








Registered




Awards & Certifications",,CMC / TCS Synergy Park,Building,CMC / TCS Synergy Park,,Favorite,+ Follow,+ Add to a Collection,+ Add Me,"702,916 square feet",,People/Organizations who worked on this building,+ Add Me,No one is associated yet.,ACTIVITY,
Setty Mech Engineers (P) Ltd,https://www.gbig.org/buildings/1353242,"Mysore, TG, IN",https://www.gbig.org/activities/leed-india-nc101264,Setty Mech Engineers (P) Ltd,"Registered
LEED India  NC","Registered

LEED India  NC",REGISTERED,REGISTERED,,,,https://www.gbig.org/from_feature/user_sessions/new?origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D21%26saved_params%255Batbf%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D1353242%23add_to_collection,https://www.gbig.org/from_feature/user_sessions/new?level=communicate&origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D21%26saved_params%255Bbrt%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D1353242%23add_role,OVERVIEW,"Why It's Green


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development
+ 2 more


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development, responsible materials selection and waste management, and enhanced indoor environmental quality.









1



Green Project


See all »








Registered




Awards & Certifications",,Setty Mech Engineers (P) Ltd,Building,Setty Mech Engineers (P) Ltd,,Favorite,+ Follow,+ Add to a Collection,+ Add Me,"5,540 square feet",,People/Organizations who worked on this building,+ Add Me,No one is associated yet.,ACTIVITY,
Aster Medcity Hospital,https://www.gbig.org/buildings/1353244,"Kochi, TG, IN",https://www.gbig.org/activities/leed-india-nc101266,Aster Medcity Hospital,"Registered
LEED India  NC","Registered

LEED India  NC",REGISTERED,REGISTERED,,,,https://www.gbig.org/from_feature/user_sessions/new?origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D21%26saved_params%255Batbf%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D1353244%23add_to_collection,https://www.gbig.org/from_feature/user_sessions/new?level=communicate&origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D21%26saved_params%255Bbrt%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D1353244%23add_role,OVERVIEW,"Why It's Green


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development
+ 2 more


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development, responsible materials selection and waste management, and enhanced indoor environmental quality.









1



Green Project


See all »








Registered




Awards & Certifications",,Aster Medcity Hospital,Building,Aster Medcity Hospital,,Favorite,+ Follow,+ Add to a Collection,+ Add Me,"650,226 square feet",,People/Organizations who worked on this building,+ Add Me,No one is associated yet.,ACTIVITY,
11,https://www.gbig.org/buildings/1353245,"Melakkal Rd, Kochadai, Madurai, Tamil Nadu, India",https://www.gbig.org/activities/leed-india-nc101267,"Heritance Resort, Madurai",awarded on 01/01/2011,"Gold

LEED India  NC",,GOLD,,,,https://www.gbig.org/from_feature/user_sessions/new?origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D22%26saved_params%255Batbf%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D1353245%23add_to_collection,https://www.gbig.org/from_feature/user_sessions/new?level=communicate&origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D22%26saved_params%255Bbrt%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D1353245%23add_role,OVERVIEW,"Why It's Green


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development
+ 2 more


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development, responsible materials selection and waste management, and enhanced indoor environmental quality.









1



Green Project


See all »








Gold




Awards & Certifications",01/01/2011,11,Building,11,"Heritance Resort, Madurai",Favorite,+ Follow,+ Add to a Collection,+ Add Me,"105,379 square feet",2011,People/Organizations who worked on this building,+ Add Me,No one is associated yet.,ACTIVITY,View other buildings nearby »
